user_id,item_id,rating,timestamp
463,92,5,2024-01-08 16:00:00
73,167,3,2024-01-08 17:00:00
399,190,2,2024-01-08 18:00:00
305,103,3,2024-01-08 19:00:00
377,53,5,2024-01-08 20:00:00
344,132,4,2024-01-08 21:00:00
452,108,4,2024-01-08 22:00:00
140,112,3,2024-01-08 23:00:00
187,153,4,2024-01-09 00:00:00
293,7,5,2024-01-09 01:00:00
61,156,2,2024-01-09 02:00:00
485,197,1,2024-01-09 03:00:00
427,67,5,2024-01-09 04:00:00
380,108,5,2024-01-09 05:00:00
198,111,1,2024-01-09 06:00:00
295,148,1,2024-01-09 07:00:00
440,83,2,2024-01-09 08:00:00
319,124,2,2024-01-09 09:00:00
302,139,2,2024-01-09 10:00:00
344,104,4,2024-01-09 11:00:00
11,67,5,2024-01-09 12:00:00
62,7,1,2024-01-09 13:00:00
333,151,5,2024-01-09 14:00:00
226,189,5,2024-01-09 15:00:00
153,199,2,2024-01-09 16:00:00
199,110,2,2024-01-09 17:00:00
52,34,5,2024-01-09 18:00:00
260,106,2,2024-01-09 19:00:00
59,147,4,2024-01-09 20:00:00
72,58,1,2024-01-09 21:00:00
148,9,5,2024-01-09 22:00:00
349,48,1,2024-01-09 23:00:00
63,115,4,2024-01-10 00:00:00
310,41,2,2024-01-10 01:00:00
373,48,3,2024-01-10 02:00:00
243,173,4,2024-01-10 03:00:00
493,25,3,2024-01-10 04:00:00
366,116,1,2024-01-10 05:00:00
330,78,5,2024-01-10 06:00:00
107,108,2,2024-01-10 07:00:00
226,25,4,2024-01-10 08:00:00
313,147,2,2024-01-10 09:00:00
218,39,3,2024-01-10 10:00:00
425,119,3,2024-01-10 11:00:00
241,79,5,2024-01-10 12:00:00
259,80,3,2024-01-10 13:00:00
376,27,5,2024-01-10 14:00:00
262,104,4,2024-01-10 15:00:00
5,74,5,2024-01-10 16:00:00
261,191,3,2024-01-10 17:00:00
54,68,1,2024-01-10 18:00:00
47,147,5,2024-01-10 19:00:00
215,28,2,2024-01-10 20:00:00
177,123,1,2024-01-10 21:00:00
9,161,5,2024-01-10 22:00:00
99,138,2,2024-01-10 23:00:00
20,83,1,2024-01-11 00:00:00
378,30,5,2024-01-11 01:00:00
241,22,4,2024-01-11 02:00:00
61,3,2,2024-01-11 03:00:00
379,101,4,2024-01-11 04:00:00
490,105,3,2024-01-11 05:00:00
419,176,5,2024-01-11 06:00:00
178,2,5,2024-01-11 07:00:00
338,54,2,2024-01-11 08:00:00
62,6,5,2024-01-11 09:00:00
145,107,3,2024-01-11 10:00:00
216,168,5,2024-01-11 11:00:00
3,123,1,2024-01-11 12:00:00
160,2,4,2024-01-11 13:00:00
227,111,3,2024-01-11 14:00:00
486,2,3,2024-01-11 15:00:00
269,93,4,2024-01-11 16:00:00
120,183,4,2024-01-11 17:00:00
381,200,3,2024-01-11 18:00:00
495,101,4,2024-01-11 19:00:00
89,188,2,2024-01-11 20:00:00
329,97,4,2024-01-11 21:00:00
68,111,1,2024-01-11 22:00:00
398,6,1,2024-01-11 23:00:00
357,127,2,2024-01-12 00:00:00
98,104,4,2024-01-12 01:00:00
267,147,1,2024-01-12 02:00:00
105,155,5,2024-01-12 03:00:00
440,1,4,2024-01-12 04:00:00
323,33,2,2024-01-12 05:00:00
123,40,4,2024-01-12 06:00:00
476,32,3,2024-01-12 07:00:00
29,197,3,2024-01-12 08:00:00
137,17,1,2024-01-12 09:00:00
195,126,3,2024-01-12 10:00:00
409,8,2,2024-01-12 11:00:00
226,57,1,2024-01-12 12:00:00
332,42,2,2024-01-12 13:00:00
170,98,2,2024-01-12 14:00:00
9,137,3,2024-01-12 15:00:00
463,120,3,2024-01-12 16:00:00
40,87,2,2024-01-12 17:00:00
25,163,3,2024-01-12 18:00:00
261,199,3,2024-01-12 19:00:00
395,181,3,2024-01-12 20:00:00
443,54,4,2024-01-12 21:00:00
226,84,2,2024-01-12 22:00:00
472,25,5,2024-01-12 23:00:00
124,67,2,2024-01-13 00:00:00
463,190,1,2024-01-13 01:00:00
38,183,3,2024-01-13 02:00:00
328,174,3,2024-01-13 03:00:00
251,152,5,2024-01-13 04:00:00
389,46,1,2024-01-13 05:00:00
176,22,4,2024-01-13 06:00:00
90,139,2,2024-01-13 07:00:00
402,176,4,2024-01-13 08:00:00
454,8,1,2024-01-13 09:00:00
37,39,5,2024-01-13 10:00:00
316,163,1,2024-01-13 11:00:00
176,49,5,2024-01-13 12:00:00
461,46,4,2024-01-13 13:00:00
284,38,4,2024-01-13 14:00:00
453,136,1,2024-01-13 15:00:00
461,54,1,2024-01-13 16:00:00
81,165,3,2024-01-13 17:00:00
114,92,5,2024-01-13 18:00:00
40,40,3,2024-01-13 19:00:00
301,34,2,2024-01-13 20:00:00
224,96,2,2024-01-13 21:00:00
318,79,1,2024-01-13 22:00:00
349,127,4,2024-01-13 23:00:00
115,17,2,2024-01-14 00:00:00
186,161,2,2024-01-14 01:00:00
323,175,3,2024-01-14 02:00:00
56,110,3,2024-01-14 03:00:00
40,52,2,2024-01-14 04:00:00
354,118,1,2024-01-14 05:00:00
40,9,3,2024-01-14 06:00:00
347,33,2,2024-01-14 07:00:00
461,188,4,2024-01-14 08:00:00
237,113,3,2024-01-14 09:00:00
289,149,2,2024-01-14 10:00:00
262,186,5,2024-01-14 11:00:00
216,85,3,2024-01-14 12:00:00
147,197,5,2024-01-14 13:00:00
336,10,3,2024-01-14 14:00:00
168,6,3,2024-01-14 15:00:00
92,115,5,2024-01-14 16:00:00
353,121,1,2024-01-14 17:00:00
59,141,2,2024-01-14 18:00:00
59,65,1,2024-01-14 19:00:00
304,20,1,2024-01-14 20:00:00
169,57,2,2024-01-14 21:00:00
269,46,4,2024-01-14 22:00:00
363,136,1,2024-01-14 23:00:00
45,10,1,2024-01-15 00:00:00
345,113,1,2024-01-15 01:00:00
181,195,4,2024-01-15 02:00:00
170,139,3,2024-01-15 03:00:00
356,12,5,2024-01-15 04:00:00
191,138,5,2024-01-15 05:00:00
155,153,4,2024-01-15 06:00:00
422,177,1,2024-01-15 07:00:00
188,177,5,2024-01-15 08:00:00
7,11,4,2024-01-15 09:00:00
133,190,2,2024-01-15 10:00:00
235,118,5,2024-01-15 11:00:00
45,164,2,2024-01-15 12:00:00
314,39,1,2024-01-15 13:00:00
249,53,5,2024-01-15 14:00:00
499,56,4,2024-01-15 15:00:00
31,104,3,2024-01-15 16:00:00
23,129,5,2024-01-15 17:00:00
426,56,5,2024-01-15 18:00:00
394,118,5,2024-01-15 19:00:00
160,132,5,2024-01-15 20:00:00
363,30,4,2024-01-15 21:00:00
437,12,4,2024-01-15 22:00:00
158,35,3,2024-01-15 23:00:00
39,77,4,2024-01-16 00:00:00
415,180,4,2024-01-16 01:00:00
82,159,1,2024-01-16 02:00:00
356,102,1,2024-01-16 03:00:00
258,87,2,2024-01-16 04:00:00
206,196,3,2024-01-16 05:00:00
77,52,1,2024-01-16 06:00:00
477,80,3,2024-01-16 07:00:00
12,135,3,2024-01-16 08:00:00
295,22,5,2024-01-16 09:00:00
450,75,3,2024-01-16 10:00:00
224,184,5,2024-01-16 11:00:00
13,58,2,2024-01-16 12:00:00
46,93,2,2024-01-16 13:00:00
155,192,2,2024-01-16 14:00:00
113,103,5,2024-01-16 15:00:00
233,140,5,2024-01-16 16:00:00
17,7,2,2024-01-16 17:00:00
360,128,5,2024-01-16 18:00:00
223,55,4,2024-01-16 19:00:00
354,106,4,2024-01-16 20:00:00
188,62,5,2024-01-16 21:00:00
448,90,5,2024-01-16 22:00:00
344,98,1,2024-01-16 23:00:00
365,77,1,2024-01-17 00:00:00
163,183,3,2024-01-17 01:00:00
496,119,3,2024-01-17 02:00:00
326,36,3,2024-01-17 03:00:00
467,89,2,2024-01-17 04:00:00
414,152,4,2024-01-17 05:00:00
455,172,2,2024-01-17 06:00:00
74,145,5,2024-01-17 07:00:00
233,130,1,2024-01-17 08:00:00
224,141,5,2024-01-17 09:00:00
482,159,5,2024-01-17 10:00:00
319,93,1,2024-01-17 11:00:00
412,114,5,2024-01-17 12:00:00
60,28,3,2024-01-17 13:00:00
335,188,1,2024-01-17 14:00:00
222,155,5,2024-01-17 15:00:00
37,143,3,2024-01-17 16:00:00
477,33,3,2024-01-17 17:00:00
278,20,4,2024-01-17 18:00:00
196,170,3,2024-01-17 19:00:00
404,140,2,2024-01-17 20:00:00
352,101,1,2024-01-17 21:00:00
484,23,1,2024-01-17 22:00:00
242,200,1,2024-01-17 23:00:00
324,112,5,2024-01-18 00:00:00
219,14,5,2024-01-18 01:00:00
192,91,2,2024-01-18 02:00:00
17,153,3,2024-01-18 03:00:00
12,77,5,2024-01-18 04:00:00
406,85,3,2024-01-18 05:00:00
401,109,3,2024-01-18 06:00:00
394,31,5,2024-01-18 07:00:00
374,122,5,2024-01-18 08:00:00
193,107,2,2024-01-18 09:00:00
22,54,4,2024-01-18 10:00:00
474,133,1,2024-01-18 11:00:00
120,141,5,2024-01-18 12:00:00
210,156,5,2024-01-18 13:00:00
306,43,3,2024-01-18 14:00:00
270,89,4,2024-01-18 15:00:00
192,115,5,2024-01-18 16:00:00
175,99,4,2024-01-18 17:00:00
285,47,1,2024-01-18 18:00:00
204,71,3,2024-01-18 19:00:00
164,166,2,2024-01-18 20:00:00
251,67,1,2024-01-18 21:00:00
227,62,4,2024-01-18 22:00:00
436,109,4,2024-01-18 23:00:00
381,167,1,2024-01-19 00:00:00
460,37,4,2024-01-19 01:00:00
7,119,2,2024-01-19 02:00:00
29,86,2,2024-01-19 03:00:00
395,126,4,2024-01-19 04:00:00
33,136,4,2024-01-19 05:00:00
134,52,2,2024-01-19 06:00:00
367,91,4,2024-01-19 07:00:00
79,33,5,2024-01-19 08:00:00
416,81,3,2024-01-19 09:00:00
435,42,5,2024-01-19 10:00:00
459,112,4,2024-01-19 11:00:00
58,126,4,2024-01-19 12:00:00
471,155,3,2024-01-19 13:00:00
26,136,4,2024-01-19 14:00:00
482,151,3,2024-01-19 15:00:00
430,106,2,2024-01-19 16:00:00
226,125,3,2024-01-19 17:00:00
285,113,3,2024-01-19 18:00:00
4,64,5,2024-01-19 19:00:00
465,123,4,2024-01-19 20:00:00
99,114,2,2024-01-19 21:00:00
397,20,1,2024-01-19 22:00:00
489,16,3,2024-01-19 23:00:00
39,145,1,2024-01-20 00:00:00
271,19,4,2024-01-20 01:00:00
375,120,3,2024-01-20 02:00:00
285,136,1,2024-01-20 03:00:00
157,166,5,2024-01-20 04:00:00
75,38,1,2024-01-20 05:00:00
372,181,5,2024-01-20 06:00:00
288,93,2,2024-01-20 07:00:00
130,105,4,2024-01-20 08:00:00
175,100,1,2024-01-20 09:00:00
462,90,3,2024-01-20 10:00:00
84,159,4,2024-01-20 11:00:00
22,44,1,2024-01-20 12:00:00
459,188,3,2024-01-20 13:00:00
27,76,3,2024-01-20 14:00:00
195,145,3,2024-01-20 15:00:00
337,79,3,2024-01-20 16:00:00
382,73,1,2024-01-20 17:00:00
236,167,2,2024-01-20 18:00:00
440,170,5,2024-01-20 19:00:00
92,176,5,2024-01-20 20:00:00
477,140,5,2024-01-20 21:00:00
21,96,2,2024-01-20 22:00:00
303,89,3,2024-01-20 23:00:00
464,103,3,2024-01-21 00:00:00
357,146,4,2024-01-21 01:00:00
443,6,5,2024-01-21 02:00:00
84,122,5,2024-01-21 03:00:00
262,171,3,2024-01-21 04:00:00
147,116,5,2024-01-21 05:00:00
441,163,3,2024-01-21 06:00:00
453,182,3,2024-01-21 07:00:00
387,62,3,2024-01-21 08:00:00
257,197,1,2024-01-21 09:00:00
58,144,1,2024-01-21 10:00:00
380,136,1,2024-01-21 11:00:00
422,89,1,2024-01-21 12:00:00
15,96,2,2024-01-21 13:00:00
162,126,4,2024-01-21 14:00:00
445,90,4,2024-01-21 15:00:00
163,86,3,2024-01-21 16:00:00
320,159,5,2024-01-21 17:00:00
497,138,1,2024-01-21 18:00:00
281,184,4,2024-01-21 19:00:00
280,121,4,2024-01-21 20:00:00
12,76,1,2024-01-21 21:00:00
274,92,2,2024-01-21 22:00:00
271,70,2,2024-01-21 23:00:00
492,148,4,2024-01-22 00:00:00
208,133,2,2024-01-22 01:00:00
27,23,1,2024-01-22 02:00:00
72,137,4,2024-01-22 03:00:00
60,58,1,2024-01-22 04:00:00
430,187,2,2024-01-22 05:00:00
473,182,1,2024-01-22 06:00:00
145,46,2,2024-01-22 07:00:00
93,22,2,2024-01-22 08:00:00
309,192,1,2024-01-22 09:00:00
8,8,2,2024-01-22 10:00:00
79,123,3,2024-01-22 11:00:00
27,20,1,2024-01-22 12:00:00
174,179,3,2024-01-22 13:00:00
50,78,1,2024-01-22 14:00:00
500,39,2,2024-01-22 15:00:00
199,37,2,2024-01-22 16:00:00
387,178,4,2024-01-22 17:00:00
349,162,4,2024-01-22 18:00:00
448,75,3,2024-01-22 19:00:00
428,118,2,2024-01-22 20:00:00
181,104,4,2024-01-22 21:00:00
24,161,2,2024-01-22 22:00:00
316,31,1,2024-01-22 23:00:00
378,123,4,2024-01-23 00:00:00
387,54,3,2024-01-23 01:00:00
404,172,4,2024-01-23 02:00:00
46,34,2,2024-01-23 03:00:00
15,199,5,2024-01-23 04:00:00
153,122,5,2024-01-23 05:00:00
222,113,2,2024-01-23 06:00:00
206,62,1,2024-01-23 07:00:00
455,23,4,2024-01-23 08:00:00
273,46,5,2024-01-23 09:00:00
382,56,1,2024-01-23 10:00:00
236,135,2,2024-01-23 11:00:00
340,118,1,2024-01-23 12:00:00
228,189,2,2024-01-23 13:00:00
9,131,4,2024-01-23 14:00:00
166,166,1,2024-01-23 15:00:00
432,162,4,2024-01-23 16:00:00
444,113,1,2024-01-23 17:00:00
319,44,2,2024-01-23 18:00:00
214,128,2,2024-01-23 19:00:00
117,108,1,2024-01-23 20:00:00
386,158,2,2024-01-23 21:00:00
344,17,3,2024-01-23 22:00:00
72,59,3,2024-01-23 23:00:00
395,138,4,2024-01-24 00:00:00
64,99,3,2024-01-24 01:00:00
205,84,3,2024-01-24 02:00:00
209,146,5,2024-01-24 03:00:00
72,45,5,2024-01-24 04:00:00
277,108,5,2024-01-24 05:00:00
274,187,5,2024-01-24 06:00:00
478,62,2,2024-01-24 07:00:00
320,59,4,2024-01-24 08:00:00
338,177,4,2024-01-24 09:00:00
366,191,3,2024-01-24 10:00:00
495,160,4,2024-01-24 11:00:00
95,138,3,2024-01-24 12:00:00
166,11,4,2024-01-24 13:00:00
32,102,1,2024-01-24 14:00:00
11,70,1,2024-01-24 15:00:00
301,123,4,2024-01-24 16:00:00
217,190,2,2024-01-24 17:00:00
289,175,3,2024-01-24 18:00:00
102,34,4,2024-01-24 19:00:00
425,101,3,2024-01-24 20:00:00
392,145,5,2024-01-24 21:00:00
267,104,4,2024-01-24 22:00:00
214,182,2,2024-01-24 23:00:00
179,40,5,2024-01-25 00:00:00
88,19,4,2024-01-25 01:00:00
41,67,1,2024-01-25 02:00:00
401,82,4,2024-01-25 03:00:00
76,181,1,2024-01-25 04:00:00
377,64,1,2024-01-25 05:00:00
46,83,4,2024-01-25 06:00:00
160,47,4,2024-01-25 07:00:00
463,6,1,2024-01-25 08:00:00
80,16,3,2024-01-25 09:00:00
310,200,5,2024-01-25 10:00:00
86,146,2,2024-01-25 11:00:00
92,180,4,2024-01-25 12:00:00
148,176,5,2024-01-25 13:00:00
161,171,5,2024-01-25 14:00:00
202,39,3,2024-01-25 15:00:00
424,177,5,2024-01-25 16:00:00
416,113,4,2024-01-25 17:00:00
242,140,5,2024-01-25 18:00:00
353,138,4,2024-01-25 19:00:00
2,71,4,2024-01-25 20:00:00
225,110,1,2024-01-25 21:00:00
289,55,3,2024-01-25 22:00:00
233,129,2,2024-01-25 23:00:00
461,49,1,2024-01-26 00:00:00
414,164,2,2024-01-26 01:00:00
417,21,4,2024-01-26 02:00:00
77,37,1,2024-01-26 03:00:00
116,116,5,2024-01-26 04:00:00
154,24,5,2024-01-26 05:00:00
406,55,2,2024-01-26 06:00:00
103,25,4,2024-01-26 07:00:00
194,135,2,2024-01-26 08:00:00
166,127,3,2024-01-26 09:00:00
359,93,5,2024-01-26 10:00:00
90,94,1,2024-01-26 11:00:00
174,71,1,2024-01-26 12:00:00
122,199,1,2024-01-26 13:00:00
498,122,5,2024-01-26 14:00:00
143,24,4,2024-01-26 15:00:00
482,11,5,2024-01-26 16:00:00
106,73,5,2024-01-26 17:00:00
375,12,1,2024-01-26 18:00:00
428,35,5,2024-01-26 19:00:00
305,191,1,2024-01-26 20:00:00
360,196,4,2024-01-26 21:00:00
459,185,3,2024-01-26 22:00:00
317,141,1,2024-01-26 23:00:00
451,23,2,2024-01-27 00:00:00
123,83,3,2024-01-27 01:00:00
390,167,4,2024-01-27 02:00:00
9,88,3,2024-01-27 03:00:00
262,80,1,2024-01-27 04:00:00
73,97,4,2024-01-27 05:00:00
359,140,2,2024-01-27 06:00:00
223,34,1,2024-01-27 07:00:00
416,199,1,2024-01-27 08:00:00
41,75,4,2024-01-27 09:00:00
370,159,4,2024-01-27 10:00:00
204,128,3,2024-01-27 11:00:00
264,190,2,2024-01-27 12:00:00
328,141,3,2024-01-27 13:00:00
178,31,3,2024-01-27 14:00:00
348,130,1,2024-01-27 15:00:00
318,103,4,2024-01-27 16:00:00
84,15,1,2024-01-27 17:00:00
318,57,2,2024-01-27 18:00:00
111,75,3,2024-01-27 19:00:00
251,34,2,2024-01-27 20:00:00
383,103,4,2024-01-27 21:00:00
7,196,4,2024-01-27 22:00:00
459,75,5,2024-01-27 23:00:00
84,29,2,2024-01-28 00:00:00
208,194,1,2024-01-28 01:00:00
388,16,2,2024-01-28 02:00:00
390,167,3,2024-01-28 03:00:00
314,77,4,2024-01-28 04:00:00
22,37,4,2024-01-28 05:00:00
410,81,2,2024-01-28 06:00:00
383,149,2,2024-01-28 07:00:00
3,172,2,2024-01-28 08:00:00
127,124,3,2024-01-28 09:00:00
297,19,3,2024-01-28 10:00:00
188,199,1,2024-01-28 11:00:00
362,102,2,2024-01-28 12:00:00
14,136,1,2024-01-28 13:00:00
459,77,5,2024-01-28 14:00:00
466,194,3,2024-01-28 15:00:00
12,41,4,2024-01-28 16:00:00
87,198,5,2024-01-28 17:00:00
12,61,4,2024-01-28 18:00:00
397,26,5,2024-01-28 19:00:00
25,71,1,2024-01-28 20:00:00
301,103,1,2024-01-28 21:00:00
243,70,3,2024-01-28 22:00:00
122,107,4,2024-01-28 23:00:00
147,157,5,2024-01-29 00:00:00
55,107,2,2024-01-29 01:00:00
238,103,2,2024-01-29 02:00:00
356,194,3,2024-01-29 03:00:00
173,19,4,2024-01-29 04:00:00
392,68,2,2024-01-29 05:00:00
221,186,3,2024-01-29 06:00:00
119,70,3,2024-01-29 07:00:00
309,113,4,2024-01-29 08:00:00
183,57,2,2024-01-29 09:00:00
288,165,2,2024-01-29 10:00:00
307,61,2,2024-01-29 11:00:00
300,92,1,2024-01-29 12:00:00
82,30,2,2024-01-29 13:00:00
454,199,5,2024-01-29 14:00:00
402,153,1,2024-01-29 15:00:00
211,127,1,2024-01-29 16:00:00
150,193,1,2024-01-29 17:00:00
37,115,1,2024-01-29 18:00:00
352,6,3,2024-01-29 19:00:00
312,18,5,2024-01-29 20:00:00
361,10,4,2024-01-29 21:00:00
59,92,2,2024-01-29 22:00:00
131,139,1,2024-01-29 23:00:00
412,193,4,2024-01-30 00:00:00
202,77,3,2024-01-30 01:00:00
243,101,4,2024-01-30 02:00:00
35,84,1,2024-01-30 03:00:00
445,193,5,2024-01-30 04:00:00
93,52,4,2024-01-30 05:00:00
438,195,1,2024-01-30 06:00:00
447,31,1,2024-01-30 07:00:00
207,145,2,2024-01-30 08:00:00
353,183,2,2024-01-30 09:00:00
391,110,5,2024-01-30 10:00:00
332,93,2,2024-01-30 11:00:00
305,164,5,2024-01-30 12:00:00
350,154,3,2024-01-30 13:00:00
213,53,3,2024-01-30 14:00:00
159,145,2,2024-01-30 15:00:00
442,86,3,2024-01-30 16:00:00
445,153,4,2024-01-30 17:00:00
24,2,4,2024-01-30 18:00:00
404,86,4,2024-01-30 19:00:00
293,133,3,2024-01-30 20:00:00
4,4,4,2024-01-30 21:00:00
220,164,5,2024-01-30 22:00:00
364,6,1,2024-01-30 23:00:00
382,149,2,2024-01-31 00:00:00
20,118,5,2024-01-31 01:00:00
444,89,4,2024-01-31 02:00:00
152,154,1,2024-01-31 03:00:00
50,183,2,2024-01-31 04:00:00
177,167,5,2024-01-31 05:00:00
435,161,2,2024-01-31 06:00:00
96,14,3,2024-01-31 07:00:00
105,56,4,2024-01-31 08:00:00
420,81,5,2024-01-31 09:00:00
250,149,5,2024-01-31 10:00:00
117,46,1,2024-01-31 11:00:00
354,144,1,2024-01-31 12:00:00
228,16,1,2024-01-31 13:00:00
66,120,2,2024-01-31 14:00:00
